Subtitle,Subcase
Hello,100,2001G,4.462737E-06,-1.781939E-06,1.273970E-05,2.820892E-04,4.496019E-04,-6.605602E-05
Hello,100,2002G,4.462737E-06,1.781939E-06,-1.273970E-05,-2.820892E-04,4.496019E-04,-6.605602E-05
Hello,100,2003G,6.192019E-06,-1.335710E-06,2.033440E-05,1.491853E-04,4.969105E-04,1.960117E-05
Hello,100,2011G,6.192019E-06,1.335710E-06,-2.033440E-05,-1.491853E-04,4.969105E-04,1.960117E-05
Hello,100,2012G,6.226730E-06,1.794309E-06,-2.339330E-05,-2.521852E-04,4.749687E-04,-2.870080E-05
Hello,100,2019G,6.226730E-06,-1.794309E-06,2.339330E-05,2.521852E-04,4.749687E-04,-2.870080E-05
Hello,100,2019G,6.226730E-06,-1.794309E-06,2.339330E-05,2.521852E-04,4.749687E-04,-2.870080E-05Hello,200,2001G,-3.777997E-07,1.444991E-05,-1.672964E-05,-1.427816E-03,-2.661644E-05,4.809838E-06
Hello,200,2002G,3.777997E-07,1.444991E-05,-1.672964E-05,-1.427816E-03,2.661644E-05,-4.809838E-06
Hello,200,2003G,3.826999E-08,1.555989E-05,-8.855099E-05,-1.588237E-03,4.319192E-05,3.521689E-05
Hello,200,2011G,-3.826999E-08,1.555989E-05,-8.855099E-05,-1.588237E-03,-4.319192E-05,-3.521689E-05
Hello,200,2012G,2.118546E-07,1.451901E-05,-7.338970E-05,-1.409044E-03,3.177506E-05,1.307471E-05
Hello,200,2019G,-2.118546E-07,1.451901E-05,-7.338970E-05,-1.409044E-03,-3.177506E-05,-1.307471E-05
Hello,200,2019G,-2.118546E-07,1.451901E-05,-7.338970E-05,-1.409044E-03,-3.177506E-05,-1.307471E-05Hello,300,2001G,4.597163E-06,-2.696817E-04,5.250213E-04,2.705877E-02,1.455037E-04,-4.118106E-05
Hello,300,2002G,-4.597163E-06,-2.696817E-04,5.250213E-04,2.705877E-02,-1.455037E-04,4.118106E-05
Hello,300,2003G,-4.335592E-07,-2.742104E-04,1.880811E-03,2.785073E-02,-2.684599E-04,-1.813206E-04
Hello,300,2011G,4.335592E-07,-2.742104E-04,1.880811E-03,2.785073E-02,2.684599E-04,1.813206E-04
Hello,300,2012G,-2.042521E-06,-2.708797E-04,1.606910E-03,2.706233E-02,-2.130588E-04,-9.613780E-05
Hello,300,2019G,2.042521E-06,-2.708797E-04,1.606910E-03,2.706233E-02,2.130588E-04,9.613780E-05
