Subtitle,Subcase
Hello,300,4002,0.000000E+00,,Hello,100,1000G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1001G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1002G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1003G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1004G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1005G,-4.489394E+00,1.206788E+01,1.730485E-01,3.772811E-03,7.498462E-04,3.944828E-06
Hello,100,1006G,-4.419879E+00,1.271333E+01,2.976754E-01,7.218127E-03,-5.169368E-04,6.032903E-06
Hello,100,1007G,-5.031914E+00,6.993669E+00,1.357409E-01,4.944738E-03,-1.105191E-03,5.770419E-06
Hello,100,1008G,-5.302405E+00,3.967209E+00,8.190106E-02,3.189440E-03,-1.018799E-03,5.875241E-06
Hello,100,1009G,-5.620075E+00,1.773349E+00,3.110176E-02,1.503061E-03,-1.011985E-03,5.990947E-06
Hello,100,1010G,-5.697998E+00,1.498801E-15,-4.714562E-13,-3.943419E-14,-9.657071E-04,6.052096E-06
Hello,100,1011G,-5.620075E+00,-1.773349E+00,-3.110176E-02,-1.503061E-03,-1.011985E-03,5.990947E-06
Hello,100,1012G,-5.302405E+00,-3.967209E+00,-8.190106E-02,-3.189440E-03,-1.018799E-03,5.875241E-06
Hello,100,1013G,-5.031914E+00,-6.993669E+00,-1.357409E-01,-4.944738E-03,-1.105191E-03,5.770419E-06
Hello,100,1014G,-4.419879E+00,-1.271333E+01,-2.976754E-01,-7.218127E-03,-5.169368E-04,6.032903E-06
Hello,100,1015G,-4.489394E+00,-1.206788E+01,-1.730485E-01,-3.772811E-03,7.498462E-04,3.944828E-06
Hello,100,1016G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1017G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1018G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1019G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1020G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1021G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1022G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1023G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1024G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1025G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1026G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1027G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1028G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1029G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1030G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1031G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1032G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1033G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1034G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1035G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
Hello,100,1036G,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00
